Customer ID,recency,frequency,monetary
12678.0,11,9,16652.72
12681.0,3,24,17080.74
12682.0,1,23,11745.69
12683.0,1,8,4220.21
12686.0,7,1,89.14
12687.0,116,2,2138.91
12691.0,56,1,134.6
12692.0,273,1,110.95
12693.0,32,3,847.11
12694.0,57,1,973.68
12695.0,164,3,825.02
12696.0,70,2,851.91
12698.0,226,1,339.75
12699.0,53,1,638.11
12701.0,165,4,1648.7
12703.0,269,3,722.98
12705.0,19,5,4893.81
12708.0,4,9,2601.19
12709.0,2,20,21356.82
12711.0,247,2,1339.05
12712.0,1,10,2797.53
12714.0,24,7,9384.85
12717.0,226,1,277.93
12720.0,5,6,2478.94
12721.0,21,2,1356.95
12724.0,19,3,1286.11
12725.0,7,4,2266.76
12726.0,23,4,1405.5
12727.0,78,3,1698.8300000000002
12728.0,19,1,233.84
12730.0,157,1,829.25
12731.0,78,5,6879.8
12733.0,25,3,2040.92
12734.0,10,2,529.25
12737.0,134,2,3710.5
12738.0,8,1,155.35
12739.0,21,2,1713.69
12741.0,165,2,406.07
12742.0,261,1,1201.52
12744.0,95,4,4037.77
12745.0,122,3,925.41
12746.0,176,1,254.55
12747.0,5,16,5080.53
12748.0,1,144,22879.66
12749.0,35,4,2806.48
12751.0,80,1,268.27
12755.0,1,10,5218.709999999999
12758.0,95,5,7111.650000000001
12759.0,22,5,3489.3
12760.0,91,1,347.8
12761.0,93,2,782.95
12763.0,5,1,320.08
12765.0,108,6,1404.58
12766.0,2,3,3078.65
12767.0,11,1,949.82
12768.0,86,1,168.69000000000003
12770.0,92,1,1895.0
12771.0,121,1,282.3
12773.0,200,1,124.25
12774.0,171,1,98.7
12775.0,24,2,300.08
12776.0,303,1,55.5
12777.0,93,1,519.45
12778.0,32,3,953.45
12779.0,7,7,2740.91
12780.0,234,1,337.4
12782.0,10,6,2287.32
12784.0,165,1,1230.33
12785.0,171,2,788.45
12786.0,245,1,728.5
12787.0,49,1,398.52
12788.0,99,4,444.9
12789.0,148,2,181.5
12790.0,46,1,266.93
12791.0,9,6,863.51
12792.0,170,1,426.47
12793.0,7,2,471.85
12796.0,264,1,381.0
12797.0,1,2,552.08
12798.0,57,1,1533.8899999999999
12799.0,165,1,219.35
12800.0,106,3,584.25
12801.0,136,1,1071.82
12802.0,78,6,1988.84
12803.0,29,1,1092.81
12804.0,101,2,327.02
12805.0,17,4,1434.95
12806.0,71,4,2878.96
12807.0,19,1,330.35
12808.0,4,3,422.45
12809.0,201,2,1266.63
12810.0,170,2,534.99
12811.0,14,2,519.05
12813.0,137,3,1687.8
12817.0,35,2,524.94
12819.0,94,1,540.52
12820.0,33,7,1747.18
12821.0,247,1,128.07999999999998
12823.0,30,13,4742.0
12825.0,157,2,518.63
12826.0,1,6,1481.03
12829.0,186,1,92.30000000000001
12831.0,99,2,236.06
12835.0,63,41,6043.31
12836.0,25,11,3972.76
12837.0,205,1,554.31
12838.0,9,9,2715.35
12839.0,3,13,4480.31
12840.0,73,3,1315.2
12841.0,5,17,3518.33
12842.0,40,2,799.0
12843.0,18,22,4886.15
12844.0,78,2,322.64
12846.0,318,1,15.58
12847.0,23,1,765.36
12848.0,311,1,208.0
12849.0,17,4,2039.67
12850.0,81,1,330.0
12851.0,113,1,148.95
12853.0,63,5,1950.4
12854.0,197,4,1669.52
12855.0,8,4,612.84
12857.0,72,4,2581.6
12858.0,19,1,177.92
12859.0,94,1,575.1
12860.0,329,1,55.47
12861.0,255,1,68.25
12862.0,61,2,1008.3199999999999
12863.0,15,5,2271.35
12864.0,144,1,152.45
12865.0,14,2,1755.24
12866.0,110,2,668.23
12867.0,33,6,3876.47
12868.0,9,3,640.0
12869.0,317,1,337.66999999999996
12870.0,11,3,1676.95
12871.0,75,1,363.38
12872.0,1,11,3085.52
12873.0,33,2,1653.3
12874.0,21,2,948.42
12875.0,107,3,1013.76
12876.0,30,2,1863.77
12877.0,37,8,1419.4
12880.0,17,2,640.13
12887.0,19,1,222.4
12889.0,17,4,385.46000000000004
12890.0,23,1,336.8
12891.0,94,8,509.5
12892.0,32,1,263.38
12894.0,211,1,157.35
12897.0,17,2,297.75
12898.0,99,2,310.96000000000004
12899.0,49,1,366.4
12900.0,58,1,340.33
12903.0,64,1,833.53
12905.0,212,2,1018.42
12907.0,31,2,508.91
12908.0,16,3,1026.0
12909.0,60,3,924.52
12910.0,15,5,2721.48
12911.0,187,1,1680.47
12913.0,4,9,4217.2300000000005
12914.0,36,1,223.98
12915.0,8,3,811.1
12916.0,78,3,1647.87
12917.0,36,5,3765.2
12918.0,262,1,10953.5
12920.0,207,3,323.86
12921.0,2,39,19333.95
12923.0,26,2,612.9
12924.0,29,8,1535.7
12925.0,228,1,35.28
12926.0,47,4,1548.46
12927.0,30,1,197.31
12928.0,14,7,2242.19
12931.0,16,42,50291.38
12932.0,175,8,1698.56
12933.0,16,5,1079.5
12934.0,372,1,181.65
12935.0,11,8,2083.16
12937.0,99,5,1593.34
12939.0,15,12,13683.0
12941.0,360,1,377.49
12942.0,1,1,258.75
12943.0,194,2,496.5
12945.0,292,1,437.16
12946.0,72,1,324.45
12947.0,9,1,304.04
12948.0,366,2,252.48000000000002
12949.0,18,14,11359.48
12951.0,22,9,2149.65
12953.0,158,1,498.96000000000004
12954.0,274,1,162.45
12956.0,320,3,413.82
12957.0,177,5,4689.43
12958.0,36,2,539.49
12959.0,120,1,150.95
12960.0,49,4,1322.07
12961.0,15,1,211.99
12963.0,1,5,1744.96
12964.0,73,1,132.24
12967.0,7,2,2646.02
12969.0,238,1,122.45
12970.0,16,6,1072.73
12971.0,2,33,4782.88
12972.0,49,4,1161.2
12973.0,49,1,385.55
12974.0,201,1,264.15
12975.0,72,6,2100.09
12976.0,14,7,2417.7799999999997
12977.0,137,3,478.39
12978.0,21,5,2502.82
12979.0,365,1,517.7
12980.0,22,12,8870.880000000001
12982.0,30,7,2354.27
12983.0,234,1,490.08000000000004
12986.0,64,10,2729.84
12987.0,56,3,753.51
12989.0,60,18,6627.64
12990.0,53,4,546.0
12991.0,25,1,261.06
12992.0,361,1,93.35000000000001
12993.0,81,4,844.87
12996.0,11,1,355.5
12997.0,30,4,884.02
12998.0,128,3,920.08
13000.0,361,1,497.65000000000003
13001.0,40,20,14353.28
13002.0,52,2,293.18
13004.0,22,18,5994.94
13005.0,67,2,485.98
13007.0,215,1,175.25
13008.0,33,2,382.66
13009.0,308,1,234.0
13010.0,10,2,330.12
13011.0,8,1,50.550000000000004
13012.0,65,3,1310.99
13013.0,7,18,7814.83
13014.0,68,1,1914.8
13015.0,74,6,3240.14
13018.0,49,7,2485.46
13019.0,15,6,1229.95
13020.0,198,2,618.96
13021.0,10,8,2270.86
13022.0,65,1,65.3
13023.0,164,1,759.13
13024.0,106,2,555.87
13025.0,367,1,323.39
13026.0,124,4,757.72
13027.0,21,13,10423.2
13029.0,10,2,679.8
13030.0,4,1,427.74
13031.0,43,5,3419.27
13032.0,28,7,1833.37
13033.0,65,1,30.0
13034.0,5,2,279.91
13035.0,67,1,442.32
13036.0,320,1,307.1
13037.0,35,9,3033.88
13039.0,220,4,1010.73
13041.0,86,4,799.13
13042.0,234,3,1556.54
13044.0,128,10,4293.43
13045.0,37,2,503.64
13046.0,92,1,319.94
13047.0,9,17,5557.62
13048.0,72,5,2248.3
13049.0,25,2,751.5600000000001
13050.0,2,19,6507.67
13051.0,214,2,155.8
13052.0,56,6,2820.38
13053.0,257,1,127.65
13055.0,65,1,1106.7
13056.0,187,1,209.48
13057.0,166,3,722.09
13059.0,49,9,2119.77
13063.0,116,1,188.4
13064.0,186,2,561.25
13065.0,9,5,1055.05
13067.0,45,2,393.05
13069.0,5,16,5247.01
13070.0,95,3,522.9
13071.0,248,1,129.22
13073.0,47,2,418.08
13074.0,147,4,1378.74
13076.0,93,1,135.4
13077.0,2,8,2335.4
13078.0,2,32,16904.510000000002
13079.0,53,1,199.08
13080.0,37,3,222.65
13081.0,7,19,30867.77
13082.0,60,12,3722.12
13083.0,61,1,91.67999999999999
13084.0,127,1,122.39999999999999
13085.0,315,6,2017.2
13086.0,18,1,439.33000000000004
13087.0,362,1,313.64
13088.0,53,1,236.11
13089.0,4,109,57912.03
13090.0,1,13,5192.27
13091.0,365,2,1976.0
13092.0,50,7,1662.45
13093.0,9,48,47111.18
13094.0,4,2,505.8
13096.0,30,1,419.70000000000005
13097.0,24,18,7378.8
13101.0,134,3,594.21
13102.0,1,14,5272.83
13103.0,73,2,465.70000000000005
13104.0,51,3,610.62
13105.0,72,1,72.0
13106.0,49,1,526.96
13107.0,49,5,3721.45
13108.0,8,2,748.46
13109.0,187,1,347.49
13110.0,73,5,1468.8000000000002
13111.0,354,1,321.88000000000005
13112.0,177,1,20.6
13113.0,2,14,6379.7699999999995
13114.0,366,1,234.38
13115.0,15,6,3199.92
13117.0,1,12,1658.8999999999999
13118.0,12,4,1217.6
13119.0,304,1,134.9
13123.0,108,2,506.75
13124.0,21,1,916.12
13125.0,159,1,158.57
13126.0,2,7,1898.6100000000001
13128.0,267,1,263.5
13129.0,88,2,233.25
13131.0,54,4,2240.47
13133.0,95,1,90.65
13134.0,38,2,681.65
13135.0,127,1,275.45
13136.0,11,8,3666.9500000000003
13137.0,22,8,4062.29
13138.0,8,2,504.85
13139.0,73,1,3138.04
13140.0,2,3,791.96
13141.0,21,12,5279.83
13143.0,220,1,405.1
13144.0,67,1,24.4
13145.0,8,4,805.0
13148.0,25,14,4914.6900000000005
13150.0,120,3,449.96999999999997
13151.0,261,2,1322.8700000000001
13152.0,53,7,2146.38
13154.0,35,3,1624.84
13155.0,4,3,778.42
13156.0,21,3,1586.54
13157.0,45,5,3946.14
13158.0,24,1,307.12
13161.0,136,1,366.13
13162.0,16,12,7587.2
13163.0,246,1,17.65
13164.0,205,2,372.2
13165.0,49,1,429.68
13166.0,50,1,466.98
13167.0,26,1,333.82
13168.0,178,1,556.12
13169.0,198,1,127.2
13172.0,36,1,69.6
13173.0,3,10,2285.7
13174.0,5,10,6677.81
13175.0,218,2,831.45
13177.0,66,1,229.75
13178.0,33,10,8333.72
13179.0,254,1,572.3100000000001
13180.0,243,1,86.10000000000001
13181.0,17,1,359.69
13183.0,30,6,3078.4
13187.0,260,3,130.99
13190.0,180,3,570.66
13191.0,294,1,164.69
13192.0,171,4,1646.6399999999999
13194.0,57,1,412.08
13195.0,50,1,172.38
13196.0,79,3,1271.06
13197.0,245,1,373.01000000000005
13198.0,23,2,1572.99
13199.0,2,30,6615.77
13201.0,138,4,1240.6100000000001
13202.0,30,7,1580.3
13203.0,22,6,1778.79
13204.0,367,1,966.6600000000001
13205.0,79,1,2803.2
13206.0,36,13,8377.32
13207.0,87,2,285.6
13208.0,85,3,764.6
13209.0,150,5,2617.9
13211.0,17,7,1531.9
13213.0,19,6,2330.94
13214.0,53,7,3264.23
13215.0,38,1,81.6
13217.0,291,1,132.5
13219.0,254,1,76.23
13220.0,211,1,516.8
13222.0,213,1,88.5
13223.0,59,4,805.9200000000001
13225.0,57,9,9796.23
13226.0,29,1,204.25
13230.0,1,17,3553.81
13233.0,56,2,571.34
13234.0,308,2,356.95
13237.0,23,1,643.0
13238.0,66,2,305.9
13239.0,73,4,1265.1299999999999
13240.0,1,5,1074.87
13241.0,47,1,115.58
13242.0,87,4,429.0
13243.0,85,4,677.97
13245.0,68,1,558.72
13246.0,29,5,1400.1299999999999
13249.0,37,6,897.52
13250.0,96,2,256.04
13251.0,38,1,252.68
13252.0,30,2,399.3
13253.0,66,2,1920.71
13254.0,12,1,51.410000000000004
13255.0,9,2,504.95
13257.0,72,1,149.75
13258.0,15,2,336.59999999999997
13259.0,33,8,1141.06
13262.0,25,2,373.16
13263.0,29,4,1250.6200000000001
13264.0,78,1,722.5600000000001
13266.0,49,7,2300.78
13267.0,2,18,5236.77
13269.0,5,14,3545.47
13270.0,2,1,590.0
13274.0,45,1,360.85
13275.0,19,2,241.66
13276.0,33,3,1348.33
13277.0,16,3,264.9
13278.0,35,3,893.12
13280.0,15,4,1507.77
13281.0,75,1,350.85
13282.0,42,1,181.05
13283.0,203,2,279.7
13285.0,236,2,655.47
13286.0,236,1,734.91
13287.0,239,3,781.59
13288.0,79,5,927.61
13289.0,359,1,307.95
13290.0,74,1,208.63
13291.0,50,10,2959.73
13292.0,51,3,415.57
13293.0,28,6,1192.94
13294.0,282,1,815.79
13295.0,12,3,900.77
13296.0,59,5,705.11
13297.0,21,3,2278.77
13299.0,59,2,1076.2
13300.0,24,2,913.62
13302.0,162,1,95.45
13303.0,36,1,61.72
13304.0,91,3,917.57
13305.0,8,7,1753.85
13306.0,66,1,53.65
13307.0,123,2,258.34
13308.0,232,1,284.86
13309.0,28,1,249.58
13310.0,16,2,409.17
13312.0,87,1,124.75
13313.0,115,7,1890.0
13315.0,325,1,310.26
13316.0,28,6,7213.84
13317.0,21,13,4212.411
13319.0,1,34,11236.95
13320.0,70,2,679.4
13324.0,64,8,3391.52
13326.0,68,1,281.76
13327.0,1,14,6251.71
13329.0,2,7,4323.97
13330.0,91,3,1665.25
13331.0,37,1,262.4
13333.0,47,3,1015.74
13334.0,172,2,2726.93
13337.0,182,1,1575.26
13338.0,177,3,1958.6
13340.0,53,5,11364.08
13346.0,98,6,299.4
13357.0,130,4,3228.41
13359.0,39,1,603.75
13360.0,67,4,1553.65
13361.0,108,2,1450.5
13362.0,14,3,2303.33
13363.0,45,1,731.36
13367.0,67,1,510.20000000000005
13368.0,50,2,498.1
13369.0,1,1,308.28000000000003
13370.0,7,1,754.87
13371.0,141,2,2297.66
13373.0,51,3,4274.94
13374.0,50,2,422.8
13375.0,80,1,1013.58
13377.0,32,2,1552.88
13380.0,68,1,62.4
13381.0,15,6,4585.06
13382.0,64,4,1164.59
13383.0,179,1,305.28000000000003
13384.0,26,4,2528.9
13386.0,50,2,835.46
13387.0,53,1,189.44
13388.0,239,1,508.55
13392.0,313,1,91.14
13393.0,219,4,1131.45
13394.0,15,11,4101.68
13395.0,36,2,872.51
13397.0,73,5,1647.74
13398.0,84,1,213.0
13399.0,100,3,275.4
13400.0,218,1,310.83
13402.0,8,3,913.9000000000001
13403.0,23,2,154.5
13405.0,117,3,641.36
13406.0,63,2,568.92
13407.0,214,3,2244.7
13408.0,7,46,23616.422
13410.0,29,4,1198.9
13412.0,256,1,487.34999999999997
13413.0,275,6,429.44
13414.0,99,3,1103.64
13415.0,108,4,800.67
13416.0,372,1,228.3
13417.0,183,4,1028.66
13418.0,8,15,6106.17
13421.0,42,6,2252.04
13423.0,64,1,217.03
13424.0,85,1,572.77
13425.0,144,2,1779.42
13426.0,18,12,4526.06
13427.0,113,3,423.93
13428.0,150,2,281.51
13431.0,42,6,2047.14
13432.0,207,2,439.1
13433.0,137,4,658.3199999999999
13434.0,21,3,1132.6200000000001
13435.0,12,2,665.34
13438.0,183,1,46.5
13439.0,24,2,702.9
13440.0,59,7,1295.25
13441.0,67,1,424.26
13442.0,303,3,419.87
13443.0,84,6,1280.16
13444.0,10,2,631.6800000000001
13445.0,262,1,241.89999999999998
13446.0,66,11,3881.89
13448.0,9,9,5701.5
13450.0,10,7,2076.32
13451.0,17,6,4214.77
13452.0,108,1,139.8
13453.0,38,1,424.71
13454.0,277,1,219.87
13455.0,2,5,1847.59
13457.0,324,2,148.22
13458.0,15,2,2312.7
13459.0,260,2,1160.4099999999999
13461.0,43,3,2715.0
13462.0,46,4,1002.35
13464.0,30,5,2422.96
13465.0,82,2,931.12
13466.0,44,4,705.45
13468.0,4,38,7685.54
13469.0,289,1,82.4
13472.0,99,2,592.24
13473.0,210,6,2235.12
13474.0,79,2,434.2
13476.0,42,3,823.0
13477.0,91,5,1379.59
13478.0,105,5,2215.78
13479.0,88,2,550.42
13480.0,52,2,627.82
13481.0,10,6,2026.28
13482.0,263,1,151.45
13484.0,19,2,476.92
13485.0,12,10,2564.98
13487.0,141,2,271.47
13488.0,3,11,6619.57
13490.0,290,1,154.25
13491.0,8,18,3350.7400000000002
13495.0,4,6,3329.39
13497.0,4,5,972.28
13498.0,366,1,327.38
13500.0,37,1,299.53
13501.0,122,2,1544.79
13502.0,51,2,488.5
13503.0,115,5,1688.54
13506.0,5,4,1180.68
13508.0,278,1,176.07999999999998
13509.0,143,1,135.0
13510.0,11,7,2766.73
13511.0,312,1,282.76
13512.0,23,3,462.18
13513.0,77,2,619.49
13514.0,64,3,663.7
13515.0,85,2,374.7
13516.0,53,1,295.85
13519.0,78,1,220.46
13520.0,7,6,3285.05
13523.0,2,2,1136.64
13526.0,374,2,1182.0
13527.0,54,5,2396.23
13530.0,270,1,402.97999999999996
13531.0,2,5,1254.72
13534.0,15,10,1850.82
13535.0,38,1,89.5
13537.0,61,2,717.85
13538.0,32,5,1831.88
13539.0,56,4,938.02
13540.0,103,3,632.39
13541.0,63,2,785.25
13542.0,12,17,4006.17
13543.0,270,2,1439.6100000000001
13544.0,47,4,537.59
13545.0,26,2,374.64
13546.0,18,2,465.15
13547.0,44,1,175.53
13548.0,107,1,226.57999999999998
13549.0,23,1,87.6
13550.0,19,1,349.51
13551.0,302,1,152.39999999999998
13552.0,64,10,3238.85
13553.0,310,1,517.8
13554.0,16,7,1638.28
13555.0,14,9,4849.91
13556.0,65,2,200.82
13557.0,51,11,2448.2
13559.0,148,2,990.0
13561.0,33,10,1678.86
13562.0,37,5,3038.85
13564.0,4,35,15500.53
13565.0,47,1,174.57999999999998
13566.0,70,3,833.41
13567.0,64,4,1083.69
13569.0,3,3,520.03
13571.0,18,14,2454.2200000000003
13573.0,15,4,622.07
13574.0,47,1,421.25
13576.0,9,11,4834.400000000001
13577.0,18,7,1801.68
13578.0,45,1,147.66
13579.0,5,4,1072.0
13580.0,42,1,107.75
13581.0,50,1,162.53
13582.0,25,2,241.68
13583.0,315,1,664.001
13584.0,134,2,250.05
13585.0,166,3,684.54
13586.0,177,1,131.53
13587.0,85,3,961.1
13589.0,85,4,741.09
13590.0,11,12,4367.67
13591.0,71,4,976.8100000000001
13593.0,23,9,3486.61
13594.0,121,1,136.35000000000002
13595.0,152,3,818.22
13597.0,36,2,396.71
13598.0,131,4,609.42
13599.0,2,14,5013.96
13600.0,270,1,298.9
13601.0,28,2,491.82
13602.0,17,3,596.28
13604.0,294,1,717.62
13605.0,23,2,522.67
13607.0,38,1,400.3
13608.0,176,1,236.2
13609.0,229,1,167.35
13610.0,23,7,1044.0
13611.0,10,7,2147.73
13612.0,268,1,818.29
13613.0,88,5,1039.8500000000001
13614.0,29,2,748.73
13615.0,35,7,5854.84
13616.0,204,2,288.1
13617.0,44,5,734.57
13619.0,180,2,231.69
13620.0,164,1,112.34
13622.0,332,1,658.95
13623.0,16,5,1818.71
13624.0,24,1,462.08
13625.0,232,1,301.26
13626.0,15,1,449.81
13627.0,124,2,607.43
13628.0,312,1,310.14
13629.0,49,8,5578.5
13632.0,30,3,1526.88
13634.0,10,11,3498.31
13635.0,78,3,1928.1299999999999
13639.0,72,1,312.93
13640.0,247,1,405.0
13641.0,276,5,1016.47
13642.0,68,3,159.92
13643.0,18,7,1637.33
13646.0,35,2,326.25
13647.0,130,4,1393.56
13648.0,36,8,1764.02
13649.0,2,5,1332.28
13650.0,10,4,1451.66
13651.0,17,1,132.65
13652.0,4,3,1475.77
13653.0,123,1,152.2
13654.0,16,5,3600.67
13655.0,10,4,1347.54
13656.0,135,2,699.2
13658.0,19,4,3386.33
13659.0,52,10,3321.68
13660.0,36,1,314.59
13661.0,239,1,325.24
13662.0,21,8,1352.35
13663.0,16,4,1858.04
13665.0,22,3,1711.6599999999999
13666.0,56,2,43.25
13668.0,19,14,6726.35
13669.0,43,1,195.0
13671.0,30,1,194.95
13672.0,366,1,233.53000000000003
13674.0,68,1,240.68
13676.0,175,2,243.9
13677.0,40,2,556.1899999999999
13679.0,129,3,281.26
13680.0,107,8,7713.25
13683.0,93,1,258.6
13684.0,26,3,529.75
13686.0,16,2,337.04
13687.0,74,1,11880.84
13688.0,271,1,375.5
13689.0,80,1,349.5
13691.0,32,1,212.78
13692.0,44,2,1626.08
13693.0,10,9,2011.82
13694.0,9,94,131443.19
13695.0,213,1,266.6
13696.0,57,3,2020.4
13698.0,232,2,465.53000000000003
13699.0,186,1,455.57
13700.0,53,3,348.34
13701.0,82,1,161.0
13702.0,81,1,135.18
13703.0,51,1,326.06
13705.0,9,5,1323.47
13706.0,262,1,300.38
13707.0,65,3,2559.45
13709.0,82,5,1263.7
13710.0,59,2,329.04
13711.0,42,7,1540.2
13712.0,246,1,537.58
13713.0,44,3,743.26
13714.0,101,1,161.35
13715.0,8,13,7403.95
13717.0,93,2,318.29
13719.0,29,6,1773.57
13721.0,31,1,217.39999999999998
13722.0,56,7,3260.0
13723.0,28,5,1009.35
13724.0,273,1,213.01
13727.0,247,6,746.57
13728.0,23,10,1839.03
13729.0,71,3,724.73
13733.0,46,2,487.03000000000003
13734.0,144,4,6701.640000000001
13735.0,12,9,6927.9800000000005
13736.0,61,5,2034.31
13738.0,32,1,440.93
13739.0,163,1,75.3
13740.0,51,4,1247.02
13745.0,182,1,477.32
13746.0,49,1,176.69
13747.0,9,2,169.79999999999998
13748.0,9,5,1320.1
13750.0,16,6,1954.92
13752.0,163,1,404.45000000000005
13753.0,234,3,1353.31
13754.0,73,1,164.45000000000002
13756.0,3,10,4017.9800000000005
13757.0,310,1,195.55
13758.0,2,10,6226.43
13760.0,40,3,1076.85
13761.0,138,4,881.52
13762.0,229,4,2165.76
13763.0,53,2,3502.48
13764.0,205,3,1431.5
13765.0,289,1,352.821
13766.0,131,1,190.35
13767.0,5,39,18320.170000000002
13768.0,362,2,875.97
13769.0,3,11,3003.9100000000003
13770.0,58,4,785.37
13771.0,169,5,3094.37
13772.0,36,5,1982.09
13773.0,32,2,301.54
13775.0,226,1,1049.66
13776.0,64,2,623.98
13777.0,2,37,30501.260000000002
13778.0,127,3,945.79
13779.0,151,1,161.13
13780.0,43,1,375.81
13781.0,228,2,650.99
13782.0,89,7,881.72
13783.0,123,4,1542.09
